"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.169625486E0,-1.499999966E-2,-1.300000027E-2,-3.900000080E-2,4.376071366E-2
9.174639950E0,-1.499999966E-2,0.000000000E0,-1.070000008E-1,1.080462871E-1
9.179654486E0,-2.700000070E-2,2.500000037E-2,1.000000047E-3,3.681032541E-2
9.184668969E0,-1.300000027E-2,3.799999878E-2,2.049999982E-1,2.088971019E-1
9.189683659E0,-2.600000054E-2,3.799999878E-2,2.730000019E-1,2.768555598E-1
9.194698200E0,-1.300000027E-2,-1.499999966E-2,9.600000083E-2,9.803060827E-2
9.199712642E0,3.799999878E-2,-1.000000047E-3,-1.889999956E-1,1.927848496E-1
9.204727332E0,2.400000021E-2,3.799999878E-2,-3.249999881E-1,3.280929627E-1
9.209741796E0,-2.999999933E-2,3.799999878E-2,-7.999999821E-2,9.350935558E-2
9.214756332E0,-4.300000146E-2,3.799999878E-2,1.909999996E-1,1.994341994E-1
9.219771025E0,-1.499999966E-2,9.999999776E-3,1.909999996E-1,1.918488985E-1
9.224785488E0,2.500000037E-2,9.999999776E-3,5.499999970E-2,6.123724342E-2
9.229800025E0,2.500000037E-2,2.400000021E-2,1.000000047E-3,3.466987206E-2
9.234814478E0,1.200000010E-2,-2.000000095E-3,9.600000083E-2,9.676776407E-2
9.239829169E0,1.099999994E-2,9.999999776E-3,1.640000045E-1,1.646724066E-1
9.244843618E0,1.099999994E-2,-1.700000092E-2,1.099999994E-1,1.118481108E-1
9.249858155E0,1.099999994E-2,-2.999999933E-2,-7.999999821E-2,8.614522432E-2
9.254872618E0,3.799999878E-2,-1.600000076E-2,-9.399999678E-2,1.026450161E-1
9.259887323E0,2.300000004E-2,-3.000000026E-3,-2.600000054E-2,3.484250321E-2
9.264901786E0,-1.700000092E-2,3.700000048E-2,1.099999994E-1,1.172945009E-1
9.269916323E0,-3.000000026E-3,9.999999776E-3,1.640000045E-1,1.643319856E-1
9.274930991E0,2.300000004E-2,-1.600000076E-2,4.199999943E-2,5.048762204E-2
9.279945455E0,2.099999972E-2,-2.000000095E-3,-5.299999937E-2,5.704384211E-2
9.284959976E0,-1.899999939E-2,2.400000021E-2,1.400000043E-2,3.366006534E-2
9.289974440E0,-3.200000152E-2,2.400000021E-2,1.230000034E-1,1.293406392E-1
9.294989130E0,-4.999999888E-3,-1.600000076E-2,6.899999827E-2,7.100704039E-2
9.300003665E0,-4.999999888E-3,-1.499999966E-2,-7.999999821E-2,8.154753033E-2
9.305018127E0,8.000000380E-3,1.099999994E-2,-1.889999956E-1,1.894887816E-1
9.310032817E0,-4.999999888E-3,6.599999964E-2,-1.350000054E-1,1.503529228E-1
9.315047277E0,-1.799999923E-2,6.599999964E-2,-3.900000080E-2,7.874642841E-2
9.320061813E0,-2.999999933E-2,3.599999845E-2,2.800000086E-2,5.458937531E-2
9.325076286E0,-2.000000095E-3,8.000000380E-3,-2.600000054E-2,2.727636402E-2
9.330090976E0,9.999999776E-3,-1.799999923E-2,-9.399999678E-2,9.622889048E-2
9.335105440E0,9.999999776E-3,8.000000380E-3,-3.900000080E-2,4.104875229E-2
9.340119957E0,-1.499999966E-2,-4.000000190E-3,1.000000047E-3,1.555634891E-2
9.345134421E0,-1.499999966E-2,-4.500000179E-2,1.000000047E-3,4.744470625E-2
9.350149111E0,1.099999994E-2,-4.500000179E-2,-1.350000054E-1,1.427270178E-1
9.355163656E0,3.900000080E-2,8.999999613E-3,-2.569999993E-1,2.600980578E-1
9.360178118E0,-1.000000047E-3,3.299999982E-2,-1.749999970E-1,1.780870544E-1
9.365192798E0,-2.899999917E-2,3.299999982E-2,-6.599999964E-2,7.928429789E-2
9.370207262E0,-1.499999966E-2,6.000000052E-3,2.800000086E-2,3.232646035E-2
9.375221798E0,-1.000000047E-3,-7.000000216E-3,5.499999970E-2,5.545268226E-2
9.380236453E0,2.300000004E-2,-1.899999939E-2,1.400000043E-2,3.295451397E-2
9.385250916E0,-3.000000026E-3,-4.999999888E-3,5.499999970E-2,5.530822693E-2
9.390265453E0,-3.000000026E-3,-4.999999888E-3,9.600000083E-2,9.617692114E-2
9.395279896E0,-3.000000026E-3,7.000000216E-3,1.400000043E-2,1.593737793E-2
9.400294358E0,-1.600000076E-2,-4.999999888E-3,-5.299999937E-2,5.558776805E-2
9.405309053E0,-2.000000095E-3,2.099999972E-2,-3.900000080E-2,4.433959913E-2
9.410323594E0,1.099999994E-2,-4.999999888E-3,5.499999970E-2,5.631163259E-2
9.415338055E0,1.099999994E-2,8.000000380E-3,1.099999994E-1,1.108377186E-1
9.420352750E0,9.999999776E-3,-4.999999888E-3,8.200000226E-2,8.275868756E-2
9.425367214E0,2.400000021E-2,8.000000380E-3,-2.600000054E-2,3.627671490E-2
9.430381750E0,9.999999776E-3,-4.000000190E-3,-2.600000054E-2,2.814249500E-2
9.435396443E0,-1.600000076E-2,-4.000000190E-3,1.369999945E-1,1.379891247E-1
9.440410906E0,-2.000000095E-3,-4.000000190E-3,2.460000068E-1,2.460406538E-1
9.445425443E0,-2.000000095E-3,-4.000000190E-3,2.590000033E-1,2.590386105E-1
9.450439906E0,1.099999994E-2,-1.700000092E-2,6.899999827E-2,7.190966410E-2
9.455454597E0,9.999999776E-3,8.999999613E-3,-1.480000019E-1,1.486102303E-1
9.460469146E0,-2.000000095E-3,2.099999972E-2,-1.620000005E-1,1.633676839E-1
9.465483608E0,-2.899999917E-2,2.099999972E-2,-2.600000054E-2,4.424929341E-2
9.470498298E0,-1.600000076E-2,-1.899999939E-2,1.369999945E-1,1.392336112E-1
9.475512738E0,2.400000021E-2,-1.899999939E-2,2.189999968E-1,2.211289185E-1
9.480527274E0,2.300000004E-2,-4.999999888E-3,1.509999931E-1,1.528234207E-1
9.485541738E0,3.599999845E-2,-3.200000152E-2,8.200000226E-2,9.509994930E-2
9.490556438E0,8.999999613E-3,-1.899999939E-2,6.899999827E-2,7.213182190E-2
9.495570901E0,-1.700000092E-2,-3.200000152E-2,-3.900000080E-2,5.323532841E-2
9.500585452E0,-2.899999917E-2,-4.300000146E-2,-9.399999678E-2,1.073592077E-1
9.505600144E0,-1.499999966E-2,-2.899999917E-2,-5.299999937E-2,6.224949699E-2
9.510614604E0,-2.000000095E-3,-2.000000095E-3,2.800000086E-2,2.814249543E-2
9.515629140E0,1.099999994E-2,-2.000000095E-3,1.230000034E-1,1.235070882E-1
9.520643604E0,9.999999776E-3,2.300000004E-2,4.199999943E-2,4.891829872E-2
9.525658294E0,9.999999776E-3,8.999999613E-3,-1.209999993E-1,1.217456358E-1
9.530672758E0,-1.600000076E-2,8.999999613E-3,-1.480000019E-1,1.491341697E-1
9.535687298E0,-1.600000076E-2,2.300000004E-2,-3.900000080E-2,4.802082974E-2
9.540701762E0,-1.499999966E-2,-3.000000026E-3,1.369999945E-1,1.378513637E-1
9.545716457E0,-2.899999917E-2,-3.000000026E-3,2.049999982E-1,2.070627905E-1
9.550730998E0,-1.499999966E-2,-3.000000026E-3,1.369999945E-1,1.378513637E-1
9.555745459E0,-1.000000047E-3,2.300000004E-2,-2.600000054E-2,3.472751114E-2
9.560760149E0,2.300000004E-2,3.400000185E-2,-1.620000005E-1,1.671197184E-1
9.565774613E0,8.999999613E-3,4.800000042E-2,-1.480000019E-1,1.558492881E-1
9.570789149E0,-4.000000190E-3,3.400000185E-2,1.000000047E-3,3.424908944E-2
9.575803603E0,-3.099999949E-2,2.099999972E-2,6.899999827E-2,7.850477513E-2
9.580818293E0,-3.000000026E-3,-1.799999923E-2,4.199999943E-2,4.579301175E-2
9.585832872E0,8.999999613E-3,-4.500000179E-2,4.199999943E-2,6.220932492E-2
9.590847333E0,-2.999999933E-2,-4.500000179E-2,1.509999931E-1,1.603932606E-1
9.595861795E0,-4.399999976E-2,-4.500000179E-2,1.640000045E-1,1.756616111E-1
9.600876499E0,8.999999613E-3,-7.999999821E-2,4.199999943E-2,9.080198048E-2
9.605891040E0,7.699999958E-2,-7.900000364E-2,-1.209999993E-1,1.637406497E-1
9.610905501E0,1.040000021E-1,-3.900000080E-2,-1.350000054E-1,1.748199129E-1
9.615920187E0,4.899999872E-2,1.000000047E-3,-6.599999964E-2,8.220705461E-2
9.620934650E0,-4.000000190E-3,1.000000047E-3,2.800000086E-2,2.830194428E-2
9.625949168E0,-3.099999949E-2,1.000000047E-3,5.499999970E-2,6.314269503E-2
9.630963631E0,-4.000000190E-3,-2.500000037E-2,-6.599999964E-2,7.068946154E-2
9.635978321E0,2.300000004E-2,-2.500000037E-2,-1.209999993E-1,1.256781598E-1
9.640992886E0,8.000000380E-3,-9.999999776E-3,-6.599999964E-2,6.723094492E-2
9.646007576E0,-4.000000190E-3,1.600000076E-2,6.899999827E-2,7.094363810E-2
9.651022040E0,-1.799999923E-2,1.600000076E-2,1.500000060E-1,1.519210380E-1
9.656036496E0,-1.799999923E-2,2.000000095E-3,1.000000047E-3,1.813835639E-2
9.661051033E0,-1.700000092E-2,5.299999937E-2,-1.889999956E-1,1.970253748E-1
9.666065501E0,-1.700000092E-2,6.599999964E-2,-1.749999970E-1,1.878030855E-1
9.671080192E0,-3.099999949E-2,5.200000107E-2,-1.070000008E-1,1.229390103E-1
9.676094679E0,-3.099999949E-2,3.900000080E-2,-2.600000054E-2,5.619608580E-2
9.681109216E0,8.000000380E-3,1.099999994E-2,-3.900000080E-2,4.130375367E-2
9.686123899E0,8.000000380E-3,1.099999994E-2,-3.900000080E-2,4.130375367E-2
9.691138363E0,-4.000000190E-3,5.099999905E-2,5.499999970E-2,7.511324698E-2
9.696152899E0,-4.500000179E-2,3.799999878E-2,1.230000034E-1,1.363744877E-1
9.701167329E0,-4.199999943E-2,-1.499999966E-2,1.369999945E-1,1.440763632E-1
9.706182019E0,-1.400000043E-2,-2.800000086E-2,1.400000043E-2,3.429285746E-2
9.711196565E0,-1.000000047E-3,1.200000010E-2,-1.350000054E-1,1.355359784E-1
9.716211027E0,1.200000010E-2,3.900000080E-2,-5.299999937E-2,6.688796602E-2
9.721225492E0,-1.300000027E-2,6.199999899E-2,1.099999994E-1,1.269369913E-1
9.726240183E0,-2.700000070E-2,7.000000216E-3,6.899999827E-2,7.442445702E-2
9.731254723E0,0.000000000E0,-6.000000052E-3,1.400000043E-2,1.523154663E-2
9.736269171E0,2.700000070E-2,-6.000000052E-3,-7.999999821E-2,8.464632155E-2
9.741283632E0,-1.200000010E-2,6.000000052E-3,-1.200000010E-2,1.800000016E-2
9.746298332E0,-1.200000010E-2,1.999999955E-2,1.500000060E-1,1.518025091E-1
9.751312872E0,-2.600000054E-2,6.000000052E-3,2.319999933E-1,2.335294348E-1
9.756327334E0,-2.600000054E-2,-7.000000216E-3,2.319999933E-1,2.335572669E-1
9.761342024E0,0.000000000E0,6.000000052E-3,8.200000226E-2,8.221922143E-2
9.766356488E0,1.400000043E-2,6.000000052E-3,-1.200000010E-2,1.939071982E-2
9.771371024E0,1.400000043E-2,6.000000052E-3,-2.600000054E-2,3.013303902E-2
9.776385512E0,1.400000043E-2,-2.099999972E-2,1.400000043E-2,2.886173959E-2
9.781400202E0,2.600000054E-2,-3.200000152E-2,2.800000086E-2,4.983974492E-2
9.786414714E0,0.000000000E0,-4.500000179E-2,2.800000086E-2,5.300000197E-2
9.791429176E0,-2.800000086E-2,-1.799999923E-2,8.200000226E-2,8.849858977E-2
9.796443866E0,-1.400000043E-2,-1.799999923E-2,2.049999982E-1,2.062643916E-1
9.801458315E0,0.000000000E0,-4.000000190E-3,2.189999968E-1,2.190365234E-1
9.806472851E0,0.000000000E0,-1.799999923E-2,1.500000060E-1,1.510761456E-1
9.811487315E0,3.999999911E-2,-4.500000179E-2,2.800000086E-2,6.640030224E-2
9.816502005E0,2.600000054E-2,-4.000000190E-3,-6.599999964E-2,7.104927855E-2
9.821516469E0,0.000000000E0,8.000000380E-3,-6.599999964E-2,6.648308025E-2
9.826531034E0,-2.700000070E-2,-1.799999923E-2,-2.600000054E-2,4.158124623E-2
9.831545498E0,0.000000000E0,-5.900000036E-2,1.000000047E-3,5.900847433E-2
9.836560188E0,2.600000054E-2,-5.900000036E-2,1.000000047E-3,6.448255632E-2
9.841574642E0,1.200000010E-2,-1.700000092E-2,1.000000047E-3,2.083266747E-2
9.846589178E0,1.099999994E-2,8.999999613E-3,8.200000226E-2,8.322259527E-2
9.851603642E0,1.099999994E-2,-3.000000026E-3,5.499999970E-2,5.616938638E-2
9.856618337E0,-1.000000047E-3,-1.700000092E-2,4.199999943E-2,4.532107660E-2
9.861632877E0,-1.400000043E-2,-1.600000076E-2,-2.600000054E-2,3.358571220E-2
9.866647349E0,-1.400000043E-2,-2.000000095E-3,-1.209999993E-1,1.218236424E-1
9.871662039E0,-2.700000070E-2,-2.899999917E-2,-6.599999964E-2,7.698051664E-2
9.876676498E0,-1.400000043E-2,-1.600000076E-2,-1.200000010E-2,2.441311203E-2
9.881691034E0,-1.300000027E-2,-2.000000095E-3,-1.200000010E-2,1.780449409E-2
9.886705498E0,-1.300000027E-2,-2.899999917E-2,-5.299999937E-2,6.179805735E-2
9.891720202E0,1.400000043E-2,-2.000000095E-3,-3.900000080E-2,4.148493793E-2
9.896734743E0,-2.600000054E-2,3.799999878E-2,4.100000113E-2,6.165225079E-2
9.901749233E0,-2.400000021E-2,3.599999845E-2,6.899999827E-2,8.144322968E-2
9.906763695E0,-9.999999776E-3,8.000000380E-3,8.200000226E-2,8.299397793E-2
9.911778385E0,-9.999999776E-3,-1.799999923E-2,1.400000043E-2,2.489979879E-2
9.916792854E0,-2.400000021E-2,2.199999988E-2,-6.599999964E-2,7.359347768E-2
9.921807390E0,-2.199999988E-2,3.299999982E-2,-5.299999937E-2,6.619667602E-2
9.926821849E0,-2.199999988E-2,4.999999888E-3,2.800000086E-2,3.595830978E-2
9.931836539E0,-2.199999988E-2,4.999999888E-3,1.099999994E-1,1.122898030E-1
9.936851079E0,-8.999999613E-3,1.899999939E-2,4.100000113E-2,4.607602481E-2
9.941865531E0,4.000000190E-3,4.999999888E-3,-7.999999821E-2,8.025583913E-2
9.946880221E0,-2.300000004E-2,4.999999888E-3,-2.600000054E-2,3.507135624E-2
9.951894685E0,-2.300000004E-2,-8.000000380E-3,1.369999945E-1,1.391473985E-1
9.956909221E0,-2.300000004E-2,-2.099999972E-2,2.189999968E-1,2.212035230E-1
9.961923685E0,3.000000026E-3,-1.999999955E-2,4.100000113E-2,4.571651862E-2
9.966938375E0,3.000000026E-3,1.999999955E-2,-1.209999993E-1,1.226784407E-1
9.971952916E0,1.700000092E-2,-6.000000052E-3,-6.599999964E-2,6.841783382E-2
9.976967377E0,-8.999999613E-3,-6.000000052E-3,9.600000083E-2,9.660745392E-2
9.981982054E0,-3.400000185E-2,-4.999999888E-3,9.600000083E-2,1.019656819E-1
9.986996517E0,6.000000052E-3,-4.999999888E-3,-2.600000054E-2,2.714774443E-2
9.992011054E0,1.999999955E-2,-4.999999888E-3,-7.999999821E-2,8.261355636E-2
9.997025531E0,6.000000052E-3,-4.999999888E-3,-2.600000054E-2,2.714774443E-2
1.000203999E1,-1.899999939E-2,3.200000152E-2,8.200000226E-2,9.004998859E-2
1.000705470E1,-4.999999888E-3,4.999999888E-3,1.230000034E-1,1.232030878E-1
1.001206924E1,-4.999999888E-3,-8.000000380E-3,-3.900000080E-2,4.012480614E-2
1.001708393E1,8.000000380E-3,1.899999939E-2,-1.480000019E-1,1.494289147E-1
1.002209840E1,3.200000152E-2,2.999999933E-2,-1.070000008E-1,1.156416889E-1
1.002711294E1,3.200000152E-2,1.600000076E-2,5.499999970E-2,6.561249949E-2
1.003212740E1,-2.099999972E-2,1.600000076E-2,1.640000045E-1,1.661114129E-1
1.003714182E1,-8.000000380E-3,1.600000076E-2,5.499999970E-2,5.783597494E-2
1.004215651E1,2.999999933E-2,2.000000095E-3,-7.999999821E-2,8.546344057E-2
1.004717097E1,2.999999933E-2,-2.400000021E-2,-1.209999993E-1,1.269527464E-1
1.005218551E1,2.000000095E-3,-9.999999776E-3,-5.299999937E-2,5.397221442E-2
1.005720020E1,-9.999999776E-3,-9.999999776E-3,1.640000045E-1,1.646086312E-1
1.006221467E1,2.800000086E-2,-9.999999776E-3,2.319999933E-1,2.338974069E-1
1.006722920E1,4.100000113E-2,-2.300000004E-2,9.600000083E-2,1.068924705E-1
1.007224367E1,5.499999970E-2,-8.999999613E-3,1.000000047E-3,5.574046968E-2
1.007725834E1,2.800000086E-2,2.999999933E-2,1.000000047E-3,4.104875160E-2
1.008227280E1,1.000000047E-3,-8.999999613E-3,-1.200000010E-2,1.503329623E-2
1.008728734E1,1.000000047E-3,-3.599999845E-2,1.000000047E-3,3.602776552E-2
1.009230179E1,4.199999943E-2,-7.699999958E-2,1.400000043E-2,8.882004222E-2
1.009731648E1,5.499999970E-2,-5.000000075E-2,1.369999945E-1,1.558653218E-1
1.010233094E1,2.600000054E-2,-2.099999972E-2,2.730000019E-1,2.750381811E-1
1.010734548E1,2.600000054E-2,-7.000000216E-3,2.730000019E-1,2.743246272E-1
1.011236017E1,3.999999911E-2,-7.000000216E-3,8.200000226E-2,9.150409992E-2
1.011737462E1,2.600000054E-2,-2.099999972E-2,-1.620000005E-1,1.654116083E-1
1.012238908E1,4.899999872E-2,-4.500000179E-2,-2.300000042E-1,2.394284903E-1
1.012740361E1,3.500000015E-2,-4.000000190E-3,-1.200000010E-2,3.721558833E-2
1.013241807E1,2.199999988E-2,-1.799999923E-2,2.460000068E-1,2.476368375E-1
1.013743276E1,8.000000380E-3,-1.799999923E-2,3.140000105E-1,3.146172382E-1
1.014244731E1,4.600000009E-2,-4.199999943E-2,6.899999827E-2,9.295697780E-2
1.014746177E1,3.200000152E-2,-2.800000086E-2,-1.480000019E-1,1.539870147E-1
1.015247646E1,4.999999888E-3,-1.000000047E-3,-1.480000019E-1,1.480878137E-1
1.015749092E1,-2.199999988E-2,1.200000010E-2,4.199999943E-2,4.890807653E-2
1.016250546E1,-7.000000216E-3,0.000000000E0,1.909999996E-1,1.911282289E-1
1.016751991E1,-7.000000216E-3,1.200000010E-2,9.600000083E-2,9.700000085E-2
1.017253460E1,1.899999939E-2,1.200000010E-2,-6.599999964E-2,6.972087157E-2
1.017754906E1,-2.099999972E-2,3.999999911E-2,-1.889999956E-1,1.943244664E-1
1.018256360E1,-3.200000152E-2,4.899999872E-2,-2.160000056E-1,2.237878513E-1
1.018757829E1,-3.200000152E-2,8.000000380E-3,-1.480000019E-1,1.516311336E-1
1.019259276E1,-1.899999939E-2,-3.200000152E-2,-5.299999937E-2,6.476109949E-2
1.019760728E1,-4.999999888E-3,8.000000380E-3,2.800000086E-2,2.954657431E-2
1.020262174E1,7.000000216E-3,4.600000009E-2,1.509999931E-1,1.580063224E-1
1.020763643E1,-3.299999982E-2,5.900000036E-2,2.049999982E-1,2.158587485E-1
1.021265089E1,-3.299999982E-2,3.200000152E-2,8.200000226E-2,9.400532143E-2
1.021766543E1,-1.899999939E-2,4.999999888E-3,-1.480000019E-1,1.492983608E-1
1.022267989E1,-1.799999923E-2,-1.999999955E-2,-3.249999881E-1,3.261119320E-1
1.022769435E1,-1.799999923E-2,6.000000052E-3,-2.840000093E-1,2.846331064E-1
1.023270904E1,-3.200000152E-2,4.699999839E-2,-6.599999964E-2,8.711486612E-2
1.023772357E1,-5.900000036E-2,3.299999982E-2,1.509999931E-1,1.654418265E-1
1.024273804E1,-4.199999943E-2,6.000000052E-3,1.230000034E-1,1.301114937E-1
1.024775275E1,-1.499999966E-2,-3.400000185E-2,1.000000047E-3,3.717526215E-2
1.025276722E1,-2.800000086E-2,-7.000000216E-3,-2.600000054E-2,3.884585022E-2
1.025778175E1,-4.199999943E-2,3.299999982E-2,4.199999943E-2,6.794850913E-2
1.026279621E1,-3.900000080E-2,3.099999949E-2,1.640000045E-1,1.714001211E-1
1.026781090E1,-1.200000010E-2,-8.999999613E-3,1.500000060E-1,1.507481402E-1
1.027282536E1,-1.200000010E-2,3.000000026E-3,-2.600000054E-2,2.879236063E-2
1.027783990E1,-1.200000010E-2,2.999999933E-2,-2.300000042E-1,2.322584808E-1
1.028285460E1,-1.099999994E-2,-8.999999613E-3,-1.889999956E-1,1.895336338E-1
1.028786906E1,-2.400000021E-2,-2.300000004E-2,1.400000043E-2,3.606937793E-2
1.029288360E1,-3.799999878E-2,-8.999999613E-3,2.319999933E-1,2.352636751E-1
1.029789806E1,-2.400000021E-2,-8.999999613E-3,2.460000068E-1,2.473317678E-1
1.030291275E1,-9.999999776E-3,-2.099999972E-2,1.780000031E-1,1.795132337E-1
1.030792725E1,-9.999999776E-3,-2.099999972E-2,1.099999994E-1,1.124322011E-1
1.031294171E1,-9.999999776E-3,-2.099999972E-2,1.000000047E-3,2.328089310E-2
1.031795625E1,2.999999933E-2,-2.099999972E-2,-6.599999964E-2,7.547847309E-2
1.032297069E1,3.000000026E-3,-7.000000216E-3,-9.399999678E-2,9.430800283E-2
1.032798538E1,2.999999933E-2,-4.800000042E-2,-1.070000008E-1,1.210495773E-1
1.033299992E1,-9.999999776E-3,-4.699999839E-2,-3.900000080E-2,6.188699304E-2
1.033801439E1,-3.700000048E-2,-1.999999955E-2,-1.200000010E-2,4.373785568E-2
1.034302908E1,-3.500000015E-2,-6.000000052E-3,2.800000086E-2,4.522167688E-2
1.034804354E1,6.000000052E-3,-1.999999955E-2,4.100000113E-2,4.601086910E-2
1.035305808E1,1.899999939E-2,-1.999999955E-2,1.400000043E-2,3.093541613E-2
1.035807253E1,1.899999939E-2,-1.899999939E-2,5.499999970E-2,6.121274312E-2
1.036308722E1,-7.000000216E-3,-4.999999888E-3,4.100000113E-2,4.189272126E-2
1.036810170E1,-6.000000052E-3,2.099999972E-2,1.400000043E-2,2.594224356E-2
1.037311624E1,-6.000000052E-3,7.000000216E-3,-7.999999821E-2,8.052949595E-2
1.037813070E1,1.999999955E-2,7.000000216E-3,-1.749999970E-1,1.762781862E-1
1.038314540E1,1.799999923E-2,1.899999939E-2,-1.350000054E-1,1.375136408E-1
1.038815994E1,4.000000190E-3,3.299999982E-2,-5.299999937E-2,6.256196867E-2
1.039317440E1,-8.000000380E-3,3.299999982E-2,5.499999970E-2,6.463745015E-2
1.039818908E1,-8.000000380E-3,1.899999939E-2,1.500000060E-1,1.514100451E-1
1.040320354E1,-7.000000216E-3,4.999999888E-3,1.640000045E-1,1.642254593E-1
1.040821803E1,1.899999939E-2,4.999999888E-3,1.369999945E-1,1.384015841E-1
1.041323257E1,1.899999939E-2,-8.000000380E-3,1.099999994E-1,1.119151458E-1
1.041824703E1,3.299999982E-2,-8.000000380E-3,6.899999827E-2,7.690253413E-2
1.042326173E1,1.799999923E-2,4.999999888E-3,-2.600000054E-2,3.201562117E-2
1.042827619E1,-8.999999613E-3,1.799999923E-2,-2.600000054E-2,3.287856434E-2
1.043329073E1,4.000000190E-3,3.200000152E-2,8.200000226E-2,8.811356576E-2
1.043830520E1,4.000000190E-3,1.799999923E-2,1.099999994E-1,1.115347472E-1
1.044331989E1,-8.000000380E-3,-8.000000380E-3,4.100000113E-2,4.253234187E-2
1.044833444E1,1.799999923E-2,-8.000000380E-3,1.400000043E-2,2.416609175E-2
1.045334891E1,3.200000152E-2,4.999999888E-3,5.499999970E-2,6.382789409E-2
1.045836360E1,3.200000152E-2,-2.099999972E-2,2.189999968E-1,2.223195868E-1
1.046337806E1,2.999999933E-2,-7.000000216E-3,2.870000005E-1,2.886485757E-1
1.046839260E1,2.999999933E-2,-2.099999972E-2,2.189999968E-1,2.220405335E-1
1.047340706E1,2.999999933E-2,-7.000000216E-3,2.800000086E-2,4.162931673E-2
1.047842152E1,1.600000076E-2,6.000000052E-3,-9.399999678E-2,9.554056426E-2
1.048343621E1,2.800000086E-2,4.999999888E-3,-1.070000008E-1,1.107158535E-1
1.048845075E1,2.800000086E-2,-3.500000015E-2,-2.600000054E-2,5.181698647E-2
1.049346519E1,1.400000043E-2,-3.500000015E-2,-6.599999964E-2,7.600657850E-2
1.049847988E1,4.100000113E-2,-3.500000015E-2,-9.399999678E-2,1.083605071E-1
1.050349434E1,3.799999878E-2,-1.999999955E-2,-2.600000054E-2,5.019960077E-2
1.050850880E1,-2.000000095E-3,-1.999999955E-2,1.230000034E-1,1.246314600E-1
1.051352334E1,2.400000021E-2,-6.000000052E-3,2.189999968E-1,2.203928279E-1
1.051853801E1,1.099999994E-2,-3.299999982E-2,1.509999931E-1,1.549548253E-1
1.052355255E1,2.300000004E-2,-3.099999949E-2,-9.399999678E-2,1.016169246E-1
1.052856703E1,8.999999613E-3,8.999999613E-3,-2.840000093E-1,2.842850775E-1
1.053358172E1,8.999999613E-3,2.300000004E-2,-2.160000056E-1,2.174074571E-1
1.053859619E1,-4.000000190E-3,2.199999988E-2,-7.999999821E-2,8.306623688E-2
1.054361066E1,-1.600000076E-2,-3.000000026E-3,4.199999943E-2,4.504442226E-2
1.054862519E1,9.999999776E-3,-4.399999976E-2,-3.900000080E-2,5.964059052E-2
1.055363966E1,2.300000004E-2,-4.399999976E-2,-1.480000019E-1,1.561057351E-1
1.055865436E1,3.700000048E-2,8.999999613E-3,-6.599999964E-2,7.619711268E-2
1.056366882E1,-2.000000095E-3,8.999999613E-3,8.200000226E-2,8.251666719E-2
1.056868335E1,-1.600000076E-2,-4.500000179E-2,1.780000031E-1,1.842959611E-1
1.057369781E1,9.999999776E-3,-5.900000036E-2,1.230000034E-1,1.367845052E-1
1.057871250E1,-1.600000076E-2,-4.000000190E-3,-6.599999964E-2,6.802940525E-2
1.058372698E1,-2.800000086E-2,2.099999972E-2,-1.620000005E-1,1.657377452E-1
1.058874152E1,-2.800000086E-2,7.000000216E-3,-5.299999937E-2,6.034898495E-2
1.059375598E1,-2.800000086E-2,7.000000216E-3,1.400000043E-2,3.207803085E-2
1.059877066E1,-2.800000086E-2,7.000000216E-3,1.000000047E-3,2.887905905E-2
1.060378513E1,-1.000000047E-3,-4.999999888E-3,-6.599999964E-2,6.619667629E-2
1.060879968E1,-1.000000047E-3,-4.999999888E-3,4.199999943E-2,4.230839103E-2
1.061381437E1,-2.800000086E-2,3.400000185E-2,2.189999968E-1,2.233853146E-1
1.061882883E1,-5.499999970E-2,-4.999999888E-3,3.140000105E-1,3.188197085E-1
1.062384338E1,-1.300000027E-2,-1.799999923E-2,2.319999933E-1,2.330600714E-1
1.062885784E1,1.300000027E-2,-4.000000190E-3,-7.999999821E-2,8.114801120E-2
1.063387230E1,1.300000027E-2,4.899999872E-2,-2.569999993E-1,2.619522848E-1
1.063888699E1,-2.700000070E-2,6.300000101E-2,-1.480000019E-1,1.631011978E-1
1.064390141E1,-6.300000101E-2,4.600000009E-2,1.230000034E-1,1.456502694E-1
1.064891594E1,-4.899999872E-2,3.200000152E-2,2.049999982E-1,2.131900543E-1
1.065393041E1,-8.000000380E-3,1.899999939E-2,5.499999970E-2,5.873670020E-2
1.065894509E1,1.799999923E-2,1.899999939E-2,-1.350000054E-1,1.375136408E-1
1.066395956E1,4.000000190E-3,4.999999888E-3,-7.999999821E-2,8.025583913E-2
1.066897408E1,-3.599999845E-2,1.799999923E-2,8.200000226E-2,9.134549924E-2
1.067398854E1,-2.199999988E-2,-2.199999988E-2,1.500000060E-1,1.531926949E-1
1.067900323E1,1.799999923E-2,-3.500000015E-2,4.100000113E-2,5.683308962E-2
1.068401770E1,2.899999917E-2,-3.299999982E-2,-7.999999821E-2,9.126883178E-2
1.068903223E1,2.899999917E-2,7.000000216E-3,-1.480000019E-1,1.509768211E-1
1.069404673E1,-1.099999994E-2,2.099999972E-2,-1.070000008E-1,1.095947086E-1
1.069906142E1,-5.099999905E-2,3.400000185E-2,-2.600000054E-2,6.658077843E-2
