"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.325577526E0,1.300000027E-2,-1.499999966E-2,-6.599999964E-2,6.892024340E-2
4.330591987E0,1.300000027E-2,-2.000000095E-3,1.000000047E-3,1.319090624E-2
4.335606677E0,0.000000000E0,-1.499999966E-2,8.200000226E-2,8.336066435E-2
4.340621223E0,2.600000054E-2,-7.000000030E-2,8.200000226E-2,1.109053671E-1
4.345635685E0,5.000000075E-2,-5.200000107E-2,-7.999999821E-2,1.077218636E-1
4.350650170E0,4.899999872E-2,-1.099999994E-2,-1.749999970E-1,1.820631726E-1
4.355664860E0,8.000000380E-3,1.499999966E-2,-1.209999993E-1,1.221883785E-1
4.360679324E0,-3.099999949E-2,2.000000095E-3,-5.299999937E-2,6.143288942E-2
4.365693817E0,-1.700000092E-2,-3.599999845E-2,-2.600000054E-2,4.754997316E-2
4.370708281E0,9.999999776E-3,-3.500000015E-2,-9.399999678E-2,1.008017827E-1
4.375722971E0,5.099999905E-2,-8.000000380E-3,-1.209999993E-1,1.315522700E-1
4.380737454E0,5.099999905E-2,-8.000000380E-3,-1.200000010E-2,5.299999916E-2
4.385751990E0,8.999999613E-3,-7.000000216E-3,6.899999827E-2,6.993568301E-2
4.390766454E0,-3.099999949E-2,4.999999888E-3,5.499999970E-2,6.333245562E-2
4.395781144E0,8.999999613E-3,-2.099999972E-2,-6.599999964E-2,6.984267989E-2
4.400795608E0,3.599999845E-2,-7.000000216E-3,-2.300000042E-1,2.329055641E-1
4.405810134E0,4.600000009E-2,-1.999999955E-2,-1.889999956E-1,1.955428299E-1
4.410824598E0,1.799999923E-2,-6.000000052E-3,-1.200000010E-2,2.244994377E-2
4.415839288E0,-3.500000015E-2,-6.000000052E-3,1.099999994E-1,1.155897914E-1
4.420853762E0,-2.099999972E-2,-6.000000052E-3,6.899999827E-2,7.237402677E-2
4.425868298E0,-3.299999982E-2,3.200000152E-2,-3.900000080E-2,6.028266872E-2
4.430882781E0,-1.899999939E-2,4.500000179E-2,-5.299999937E-2,7.207634890E-2
4.435897242E0,-1.899999939E-2,4.500000179E-2,8.200000226E-2,9.544632266E-2
4.440911933E0,7.000000216E-3,-8.000000380E-3,1.369999945E-1,1.374117845E-1
4.445926396E0,1.999999955E-2,-3.299999982E-2,8.200000226E-2,9.062560533E-2
4.450940858E0,6.000000052E-3,7.000000216E-3,-7.999999821E-2,8.052949595E-2
4.455955394E0,1.899999939E-2,7.000000216E-3,-1.620000005E-1,1.632605284E-1
4.460969882E0,-7.000000216E-3,2.099999972E-2,1.000000047E-3,2.215851961E-2
4.465984572E0,-4.500000179E-2,-4.999999888E-3,5.499999970E-2,7.123903514E-2
4.470999050E0,-1.700000092E-2,-4.999999888E-3,1.369999945E-1,1.381412267E-1
4.476013587E0,2.300000004E-2,7.000000216E-3,-2.600000054E-2,3.541186288E-2
4.481028060E0,-3.000000026E-3,2.099999972E-2,1.400000043E-2,2.541653006E-2
4.486042750E0,-4.100000113E-2,1.999999955E-2,1.230000034E-1,1.311868931E-1
4.491057213E0,-5.400000140E-2,-3.400000185E-2,1.780000031E-1,1.890925736E-1
4.496071750E0,-4.100000113E-2,-4.800000042E-2,1.230000034E-1,1.382533941E-1
4.501086213E0,-1.400000043E-2,-1.999999955E-2,-1.209999993E-1,1.234382430E-1
4.506100904E0,1.200000010E-2,3.099999949E-2,-1.350000054E-1,1.390323754E-1
4.511115382E0,-1.499999966E-2,2.999999933E-2,1.000000047E-3,3.355592272E-2
4.516129844E0,-1.499999966E-2,3.000000026E-3,8.200000226E-2,8.341462918E-2
4.521144380E0,-1.000000047E-3,-3.700000048E-2,6.899999827E-2,7.830070113E-2
4.526158839E0,2.300000004E-2,-8.999999613E-3,-3.900000080E-2,4.616275618E-2
4.531173529E0,-1.700000092E-2,4.000000190E-3,-2.600000054E-2,3.132092050E-2
4.536187993E0,-4.399999976E-2,3.099999949E-2,1.230000034E-1,1.342609429E-1
4.541202514E0,-4.399999976E-2,-8.999999613E-3,1.909999996E-1,1.962090717E-1
4.546216978E0,-1.499999966E-2,-8.000000380E-3,9.600000083E-2,9.749359033E-2
4.551231654E0,-2.000000095E-3,4.999999888E-3,-7.999999821E-2,8.018104335E-2
4.556246118E0,1.099999994E-2,4.999999888E-3,-1.070000008E-1,1.076800825E-1
4.561260654E0,-1.499999966E-2,4.999999888E-3,1.000000047E-3,1.584297917E-2
4.566275108E0,-2.700000070E-2,1.700000092E-2,8.200000226E-2,8.798863813E-2
4.571289798E0,0.000000000E0,3.000000026E-3,1.230000034E-1,1.230365833E-1
4.576304262E0,4.100000113E-2,-8.999999613E-3,5.499999970E-2,6.918814966E-2
4.581318827E0,3.999999911E-2,3.000000026E-3,1.400000043E-2,4.248529087E-2
4.586333291E0,-2.500000037E-2,3.000000026E-3,1.230000034E-1,1.255507899E-1
4.591347971E0,-2.400000021E-2,3.000000026E-3,2.049999982E-1,2.064218963E-1
4.596362434E0,1.600000076E-2,3.000000026E-3,1.369999945E-1,1.379637580E-1
4.601376896E0,4.300000146E-2,2.999999933E-2,4.100000113E-2,6.655824651E-2
4.606391417E0,3.999999911E-2,2.800000086E-2,-3.900000080E-2,6.248999952E-2
4.611405881E0,1.200000010E-2,2.800000086E-2,1.400000043E-2,3.352611017E-2
4.616420343E0,-2.800000086E-2,2.800000086E-2,5.499999970E-2,6.777167597E-2
4.621435038E0,-2.800000086E-2,1.400000043E-2,1.400000043E-2,3.429285746E-2
4.626449501E0,2.400000021E-2,2.600000054E-2,-6.599999964E-2,7.488658085E-2
4.631464033E0,2.400000021E-2,1.200000010E-2,-6.599999964E-2,7.124605228E-2
4.636478496E0,9.999999776E-3,3.900000080E-2,4.199999943E-2,5.818075292E-2
4.641493187E0,-3.000000026E-3,1.200000010E-2,1.780000031E-1,1.784292608E-1
4.646507665E0,-2.800000086E-2,-1.300000027E-2,1.369999945E-1,1.404350332E-1
4.651522202E0,0.000000000E0,-1.300000027E-2,-7.999999821E-2,8.104936595E-2
4.656536665E0,2.600000054E-2,2.700000070E-2,-2.160000056E-1,2.192281973E-1
4.661551351E0,1.200000010E-2,2.700000070E-2,-2.840000093E-1,2.855328446E-1
4.666565814E0,0.000000000E0,1.200000010E-2,-1.620000005E-1,1.624438369E-1
4.671580341E0,1.200000010E-2,-2.800000086E-2,-1.350000054E-1,1.383943695E-1
4.676594804E0,2.600000054E-2,-2.800000086E-2,-6.599999964E-2,7.626270405E-2
4.681609495E0,3.900000080E-2,-1.400000043E-2,-1.350000054E-1,1.412161518E-1
4.686623929E0,1.099999994E-2,1.099999994E-2,-1.350000054E-1,1.358933458E-1
4.691638466E0,-2.000000095E-3,-2.000000095E-3,-1.480000019E-1,1.480270265E-1
4.696652929E0,-1.499999966E-2,-8.399999887E-2,-2.600000054E-2,8.920201695E-2
4.701667619E0,1.070000008E-1,-1.239999980E-1,-1.070000008E-1,1.956374193E-1
4.706682097E0,3.500000015E-2,4.800000042E-2,-1.480000019E-1,1.594772730E-1
4.711696559E0,-7.299999893E-2,1.019999981E-1,-9.399999678E-2,1.567450122E-1
4.716711095E0,-8.600000292E-2,1.999999955E-2,4.199999943E-2,9.777525473E-2
4.721725787E0,-4.999999888E-3,-4.699999839E-2,-5.299999937E-2,7.101408157E-2
4.726740251E0,-1.700000092E-2,-3.099999949E-2,-1.889999956E-1,1.922784396E-1
4.731754712E0,3.700000048E-2,-4.500000179E-2,-2.029999942E-1,2.111942183E-1
4.736769160E0,3.700000048E-2,-3.099999949E-2,1.400000043E-2,5.025932765E-2
4.741783696E0,-3.000000026E-3,2.300000004E-2,2.319999933E-1,2.331565931E-1
4.746798174E0,-4.100000113E-2,2.099999972E-2,3.140000105E-1,3.173610037E-1
4.751812864E0,-3.999999911E-2,-1.899999939E-2,2.319999933E-1,2.361884773E-1
4.756827328E0,-2.700000070E-2,-1.899999939E-2,-6.599999964E-2,7.379701869E-2
4.761841855E0,2.700000070E-2,-4.999999888E-3,-1.749999970E-1,1.771411838E-1
4.766856319E0,1.200000010E-2,-1.799999923E-2,-1.200000010E-2,2.473863329E-2
4.771870999E0,1.200000010E-2,-5.799999833E-2,1.780000031E-1,1.875953115E-1
4.776885463E0,-2.800000086E-2,-3.099999949E-2,3.000000119E-1,3.028943829E-1
4.781899965E0,-1.400000043E-2,8.999999613E-3,1.369999945E-1,1.380072408E-1
4.786914429E0,-3.799999878E-2,2.099999972E-2,1.400000043E-2,4.561797790E-2
4.791929124E0,-5.200000107E-2,-1.899999939E-2,1.230000034E-1,1.348851397E-1
4.796943588E0,-1.099999994E-2,-8.799999952E-2,2.460000068E-1,2.614976162E-1
4.801958124E0,2.899999917E-2,-7.400000095E-2,2.590000033E-1,2.709206560E-1
4.806972578E0,1.400000043E-2,6.000000052E-3,9.600000083E-2,9.720082393E-2
4.811987039E0,2.800000086E-2,1.999999955E-2,1.400000043E-2,3.714835182E-2
4.817001730E0,2.800000086E-2,-1.999999955E-2,8.200000226E-2,8.892693856E-2
4.822016246E0,-2.500000037E-2,-4.699999839E-2,6.899999827E-2,8.714929506E-2
4.827030708E0,1.000000047E-3,-3.200000152E-2,1.000000047E-3,3.203123628E-2
4.832045160E0,5.499999970E-2,-1.799999923E-2,-3.900000080E-2,6.978538530E-2
4.837059850E0,4.199999943E-2,-4.000000190E-3,1.000000047E-3,4.220189515E-2
4.842074314E0,-1.200000010E-2,-4.000000190E-3,1.500000060E-1,1.505323945E-1
4.847088821E0,-1.099999994E-2,-4.000000190E-3,2.319999933E-1,2.322950643E-1
4.852103285E0,-2.400000021E-2,-3.099999949E-2,1.500000060E-1,1.550387105E-1
4.857117975E0,2.000000095E-3,-4.000000190E-3,-2.600000054E-2,2.638181248E-2
4.862132444E0,2.899999917E-2,3.599999845E-2,-1.620000005E-1,1.684666139E-1
4.867146980E0,1.400000043E-2,5.900000036E-2,-7.999999821E-2,1.003842606E-1
4.872161405E0,-1.200000010E-2,1.799999923E-2,4.199999943E-2,4.724404647E-2
4.877176095E0,-1.200000010E-2,-3.599999845E-2,6.899999827E-2,7.874642628E-2
4.882190559E0,1.400000043E-2,-3.599999845E-2,-7.999999821E-2,8.883692709E-2
4.887205040E0,0.000000000E0,1.600000076E-2,-1.480000019E-1,1.488623545E-1
4.892219577E0,-2.600000054E-2,2.999999933E-2,-1.200000010E-2,4.147288259E-2
4.897234040E0,-2.600000054E-2,-9.999999776E-3,1.099999994E-1,1.134724631E-1
4.902248731E0,-1.300000027E-2,-2.400000021E-2,4.199999943E-2,5.008991884E-2
4.907263155E0,1.200000010E-2,2.000000095E-3,-9.399999678E-2,9.478396171E-2
4.912277692E0,1.200000010E-2,2.899999917E-2,-1.889999956E-1,1.915880954E-1
4.917292150E0,0.000000000E0,2.000000095E-3,-6.599999964E-2,6.603029572E-2
4.922306612E0,-4.100000113E-2,-1.099999994E-2,4.199999943E-2,5.971599488E-2
4.927321307E0,-2.600000054E-2,-9.999999776E-3,4.199999943E-2,5.039841243E-2
4.932335771E0,-1.200000010E-2,-9.999999776E-3,-6.599999964E-2,6.782329947E-2
4.937350307E0,1.000000047E-3,-5.099999905E-2,-1.749999970E-1,1.822827443E-1
4.942364780E0,1.000000047E-3,-2.400000021E-2,-6.599999964E-2,7.023531849E-2
4.947379470E0,-2.300000004E-2,-8.999999613E-3,8.200000226E-2,8.563877840E-2
4.952393944E0,-2.300000004E-2,-3.700000048E-2,1.230000034E-1,1.304875506E-1
4.957408480E0,3.000000026E-3,-6.400000304E-2,-1.200000010E-2,6.518435696E-2
4.962422944E0,1.600000076E-2,-5.000000075E-2,-1.620000005E-1,1.702938644E-1
4.967437634E0,1.499999966E-2,-8.999999613E-3,-1.749999970E-1,1.758721096E-1
4.972452097E0,-2.500000037E-2,-8.999999613E-3,-5.299999937E-2,5.928743497E-2
4.977466668E0,-2.500000037E-2,-6.300000101E-2,-1.200000010E-2,6.883313264E-2
4.982481131E0,1.499999966E-2,-9.000000358E-2,-1.200000010E-2,9.202717336E-2
4.987495822E0,-9.999999776E-3,-3.400000185E-2,-7.999999821E-2,8.749857047E-2
4.992510285E0,2.000000095E-3,7.000000216E-3,-3.900000080E-2,3.967366968E-2
4.997524822E0,2.000000095E-3,1.999999955E-2,1.400000043E-2,2.449489732E-2
5.002539285E0,-2.400000021E-2,-1.999999955E-2,9.600000083E-2,1.009554365E-1
5.007553786E0,-8.999999613E-3,-3.099999949E-2,1.099999994E-1,1.146385617E-1
5.012568476E0,3.000000026E-3,8.999999613E-3,-5.299999937E-2,5.384236182E-2
5.017582940E0,3.000000026E-3,5.000000075E-2,-1.350000054E-1,1.439930607E-1
5.022597509E0,3.000000026E-3,5.000000075E-2,-3.900000080E-2,6.348228207E-2
5.027611973E0,1.600000076E-2,8.000000380E-3,4.100000113E-2,4.473253987E-2
5.032626644E0,2.000000095E-3,-1.799999923E-2,6.899999827E-2,7.133722544E-2
5.037641108E0,1.600000076E-2,-1.799999923E-2,1.000000047E-3,2.410394151E-2
5.042655569E0,2.899999917E-2,-4.000000190E-3,1.400000043E-2,3.244996094E-2
5.047670111E0,2.000000095E-3,4.600000009E-2,6.899999827E-2,8.295179184E-2
5.052684574E0,-1.099999994E-2,4.500000179E-2,5.499999970E-2,7.190966644E-2
5.057699241E0,1.600000076E-2,1.799999923E-2,1.099999994E-1,1.126055055E-1
5.062713704E0,5.600000173E-2,4.999999888E-3,2.800000086E-2,6.280923691E-2
5.067728275E0,2.700000070E-2,4.000000190E-3,-5.299999937E-2,5.961543402E-2
5.072742738E0,-1.300000027E-2,4.500000179E-2,1.400000043E-2,4.888762809E-2
5.077757413E0,0.000000000E0,4.500000179E-2,8.200000226E-2,9.353609214E-2
5.082771877E0,-1.300000027E-2,4.000000190E-3,9.600000083E-2,9.695875499E-2
5.087786339E0,0.000000000E0,-8.000000380E-3,4.199999943E-2,4.275511617E-2
5.092800861E0,2.700000070E-2,4.999999888E-3,4.199999943E-2,5.017967705E-2
5.097815325E0,2.700000070E-2,1.899999939E-2,1.099999994E-1,1.148477248E-1
5.102830058E0,1.300000027E-2,1.899999939E-2,1.099999994E-1,1.123832721E-1
5.107844598E0,1.200000010E-2,1.700000092E-2,9.600000083E-2,9.822932451E-2
5.112859079E0,3.900000080E-2,4.000000190E-3,-2.600000054E-2,4.704253493E-2
5.117873541E0,5.299999937E-2,1.700000092E-2,-6.599999964E-2,8.633655030E-2
5.122888231E0,3.900000080E-2,1.700000092E-2,-3.900000080E-2,5.771481748E-2
5.127902689E0,2.400000021E-2,1.600000076E-2,2.800000086E-2,4.019950351E-2
5.132917226E0,9.999999776E-3,3.000000026E-3,9.600000083E-2,9.656604039E-2
5.137931665E0,-2.999999933E-2,3.000000026E-3,6.899999827E-2,7.529940054E-2
5.142946356E0,-2.999999933E-2,3.000000026E-3,1.400000043E-2,3.324153986E-2
5.147960819E0,-2.800000086E-2,1.499999966E-2,1.400000043E-2,3.471311064E-2
5.152975356E0,-2.800000086E-2,1.499999966E-2,9.600000083E-2,1.011187431E-1
5.157989819E0,1.200000010E-2,-2.500000037E-2,9.600000083E-2,9.992497276E-2
5.163004510E0,2.600000054E-2,-2.500000037E-2,-2.600000054E-2,4.446346899E-2
5.168018983E0,-1.000000047E-3,1.000000047E-3,-1.209999993E-1,1.210082635E-1
5.173033520E0,-1.000000047E-3,4.199999943E-2,-9.399999678E-2,1.029611546E-1
5.178047954E0,-1.400000043E-2,2.899999917E-2,-1.200000010E-2,3.436568006E-2
5.183062416E0,-4.199999943E-2,-1.099999994E-2,2.800000086E-2,5.166236541E-2
5.188076867E0,-1.300000027E-2,-2.300000004E-2,1.400000043E-2,2.989983313E-2
5.193091558E0,1.300000027E-2,-3.599999845E-2,-6.599999964E-2,7.629547725E-2
5.198106098E0,-2.700000070E-2,-8.999999613E-3,-1.200000010E-2,3.088689096E-2
5.203120541E0,-2.700000070E-2,3.000000026E-3,1.099999994E-1,1.133048980E-1
5.208135231E0,-5.099999905E-2,-2.099999972E-2,1.099999994E-1,1.230528332E-1
5.213149675E0,-2.300000004E-2,-6.199999899E-2,1.000000047E-3,6.613622212E-2
5.218164137E0,3.000000026E-3,-7.000000216E-3,-1.070000008E-1,1.072706864E-1
5.223178674E0,-2.300000004E-2,3.299999982E-2,-1.350000054E-1,1.408651889E-1
5.228193375E0,-2.099999972E-2,1.799999923E-2,2.800000086E-2,3.935733742E-2
5.233207838E0,-8.000000380E-3,-8.999999613E-3,8.200000226E-2,8.287943274E-2
5.238222375E0,-8.000000380E-3,-4.899999872E-2,5.499999970E-2,7.409453318E-2
5.243236843E0,4.999999888E-3,-3.599999845E-2,-5.299999937E-2,6.426507466E-2
5.248251305E0,-3.299999982E-2,-8.000000380E-3,-1.200000010E-2,3.601388617E-2
5.253266029E0,-5.900000036E-2,4.999999888E-3,1.230000034E-1,1.365100761E-1
5.258280493E0,-1.899999939E-2,-3.500000015E-2,1.099999994E-1,1.169871782E-1
5.263295033E0,8.000000380E-3,-7.599999756E-2,-2.600000054E-2,8.072174219E-2
5.268309497E0,1.999999955E-2,-1.999999955E-2,-1.620000005E-1,1.644506008E-1
5.273324163E0,-7.000000216E-3,-6.000000052E-3,-1.350000054E-1,1.353144540E-1
5.278338627E0,-3.400000185E-2,1.999999955E-2,1.400000043E-2,4.185690050E-2
5.283353163E0,-7.000000216E-3,3.400000185E-2,6.899999827E-2,7.723988536E-2
5.288367642E0,1.799999923E-2,-6.000000052E-3,-1.200000010E-2,2.244994377E-2
5.293382332E0,3.200000152E-2,-1.899999939E-2,-6.700000167E-2,7.664202697E-2
5.298396796E0,1.799999923E-2,7.000000216E-3,-3.900000080E-2,4.352011073E-2
5.303411322E0,4.000000190E-3,7.000000216E-3,6.899999827E-2,6.946941605E-2
5.308425786E0,1.700000092E-2,-1.799999923E-2,1.369999945E-1,1.392192462E-1
5.313440209E0,3.000000026E-3,-4.500000179E-2,4.100000113E-2,6.095080191E-2
5.318454900E0,2.999999933E-2,-1.799999923E-2,-1.209999993E-1,1.259563407E-1
5.323469440E0,1.700000092E-2,3.599999845E-2,-2.029999942E-1,2.068671012E-1
5.328483892E0,-8.999999613E-3,4.600000009E-2,-1.350000054E-1,1.429055683E-1
5.333498582E0,-2.199999988E-2,4.999999888E-3,-5.299999937E-2,5.760208266E-2
5.338513045E0,4.000000190E-3,-2.099999972E-2,-2.600000054E-2,3.366006562E-2
5.343527536E0,-8.999999613E-3,4.999999888E-3,-6.599999964E-2,6.679820315E-2
5.348541998E0,3.000000026E-3,1.700000092E-2,-2.600000054E-2,3.120897402E-2
5.353556548E0,3.000000026E-3,1.700000092E-2,5.499999970E-2,5.764546815E-2
5.358571012E0,-8.999999613E-3,4.399999976E-2,4.199999943E-2,6.148983594E-2
5.363585702E0,1.700000092E-2,1.700000092E-2,1.400000043E-2,2.782085683E-2
5.368600156E0,4.100000113E-2,3.000000026E-3,-1.070000008E-1,1.146254782E-1
5.373614693E0,2.700000070E-2,4.399999976E-2,-1.749999970E-1,1.824554712E-1
5.378629156E0,2.700000070E-2,7.100000232E-2,-7.999999821E-2,1.103177233E-1
5.383643875E0,1.400000043E-2,4.399999976E-2,6.899999827E-2,8.302409140E-2
5.388658338E0,1.300000027E-2,1.600000076E-2,1.099999994E-1,1.119151460E-1
5.393672875E0,2.600000054E-2,-2.400000021E-2,-1.200000010E-2,3.736308393E-2
5.398687338E0,2.600000054E-2,-1.099999994E-2,-9.399999678E-2,9.814784471E-2
5.403702029E0,-1.300000027E-2,1.499999966E-2,4.199999943E-2,4.645427805E-2
5.408716492E0,-2.500000037E-2,1.400000043E-2,1.509999931E-1,1.536944955E-1
5.413731029E0,1.000000047E-3,-2.600000054E-2,1.780000031E-1,1.798916372E-1
5.418745492E0,4.199999943E-2,-3.900000080E-2,4.199999943E-2,7.105631547E-2
5.423759964E0,4.199999943E-2,1.000000047E-3,-6.599999964E-2,7.823681937E-2
5.428774654E0,1.000000047E-3,1.300000027E-2,-1.200000010E-2,1.772004542E-2
5.433789132E0,-1.200000010E-2,-1.300000027E-2,4.199999943E-2,4.557411504E-2
5.438803668E0,-1.200000010E-2,-1.300000027E-2,9.600000083E-2,9.761659782E-2
5.443818132E0,1.400000043E-2,-1.300000027E-2,5.499999970E-2,5.822370639E-2
5.448832832E0,2.600000054E-2,-2.500000037E-2,2.800000086E-2,4.566180127E-2
5.453847296E0,0.000000000E0,2.000000095E-3,1.369999945E-1,1.370145923E-1
5.458861832E0,-2.700000070E-2,1.000000047E-3,2.599999905E-1,2.614000671E-1
5.463876286E0,-1.400000043E-2,-1.099999994E-2,2.189999968E-1,2.197225491E-1
5.468890976E0,1.200000010E-2,-2.300000004E-2,2.800000086E-2,3.817067006E-2
5.473905439E0,1.099999994E-2,-2.300000004E-2,-7.999999821E-2,8.396427642E-2
5.478919976E0,1.099999994E-2,-2.300000004E-2,-3.900000080E-2,4.659399171E-2
5.483934439E0,1.099999994E-2,-2.300000004E-2,4.199999943E-2,4.913247351E-2
5.488949149E0,-1.400000043E-2,-2.099999972E-2,6.899999827E-2,7.347108112E-2
5.493963612E0,1.200000010E-2,-3.500000015E-2,4.199999943E-2,5.597320757E-2
5.498978149E0,-1.400000043E-2,-7.000000216E-3,-2.600000054E-2,3.034798252E-2
5.503992612E0,-4.100000113E-2,1.899999939E-2,1.000000047E-3,4.519955829E-2
5.509007074E0,-5.099999905E-2,4.999999888E-3,1.780000031E-1,1.852295900E-1
5.514021750E0,-2.300000004E-2,-3.500000015E-2,2.189999968E-1,2.229686045E-1
5.519036214E0,4.399999976E-2,-7.599999756E-2,6.899999827E-2,1.116825831E-1
5.524050750E0,3.000000026E-3,-3.500000015E-2,-1.070000008E-1,1.126188269E-1
5.529065237E0,3.000000026E-3,-3.200000152E-2,-1.480000019E-1,1.514496638E-1
5.534079927E0,1.600000076E-2,-1.899999939E-2,1.400000043E-2,2.851315509E-2
5.539094391E0,-9.999999776E-3,-4.999999888E-3,4.100000113E-2,4.249705975E-2
5.544108857E0,-3.700000048E-2,-4.600000009E-2,-5.299999937E-2,7.933473374E-2
5.549123394E0,2.000000095E-3,-8.100000024E-2,-9.399999678E-2,1.241007632E-1
5.554137838E0,2.000000095E-3,-1.200000010E-2,-3.900000080E-2,4.085339724E-2
5.559152529E0,-2.400000021E-2,5.499999970E-2,5.499999970E-2,8.140024536E-2
5.564166992E0,-9.999999776E-3,2.800000086E-2,9.600000083E-2,1.004987572E-1
5.569181534E0,1.499999966E-2,-3.599999845E-2,4.100000113E-2,5.658621715E-2
5.574195997E0,1.400000043E-2,-3.599999845E-2,-9.399999678E-2,1.016267647E-1
5.579210687E0,-1.200000010E-2,4.500000179E-2,-1.889999956E-1,1.946535345E-1
5.584225160E0,-2.500000037E-2,5.799999833E-2,-1.209999993E-1,1.364917568E-1
5.589239696E0,1.000000047E-3,1.600000076E-2,-1.200000010E-2,2.002498507E-2
5.594254160E0,-1.200000010E-2,3.000000026E-3,-3.900000080E-2,4.091454589E-2
5.599268622E0,-3.900000080E-2,3.000000026E-3,-1.070000008E-1,1.139254152E-1
5.604283312E0,-5.299999937E-2,1.600000076E-2,-7.999999821E-2,9.728822987E-2
5.609297857E0,-4.899999872E-2,5.299999937E-2,6.899999827E-2,9.985489257E-2
5.614312319E0,-3.500000015E-2,5.299999937E-2,1.099999994E-1,1.270196828E-1
5.619326989E0,-2.099999972E-2,1.200000010E-2,4.100000113E-2,4.760252182E-2
5.624341453E0,-8.000000380E-3,0.000000000E0,-1.209999993E-1,1.212641738E-1
5.629355914E0,-7.000000216E-3,1.099999994E-2,-2.160000056E-1,2.163931663E-1
5.634370461E0,-2.099999972E-2,3.799999878E-2,-1.759999990E-1,1.812760314E-1
5.639384924E0,-7.000000216E-3,3.799999878E-2,-7.999999821E-2,8.884255525E-2
5.644399615E0,-2.099999972E-2,3.799999878E-2,1.400000043E-2,4.561797790E-2
5.649414083E0,-1.899999939E-2,2.300000004E-2,2.800000086E-2,4.091454542E-2
5.654428620E0,-4.999999888E-3,3.700000048E-2,-1.200000010E-2,3.921734357E-2
5.659443083E0,3.500000015E-2,5.000000075E-2,-2.600000054E-2,6.634003401E-2
5.664457774E0,3.500000015E-2,2.300000004E-2,-5.299999937E-2,6.754998110E-2
5.669472237E0,1.999999955E-2,-3.000000026E-3,4.100000113E-2,4.571651862E-2
5.674486721E0,3.299999982E-2,-3.000000026E-3,-1.200000010E-2,3.524202024E-2
5.679501184E0,3.299999982E-2,5.099999905E-2,-9.399999678E-2,1.119196108E-1
5.684515874E0,3.299999982E-2,3.700000048E-2,-6.700000167E-2,8.334866674E-2
5.689530323E0,1.799999923E-2,-3.000000026E-3,-3.900000080E-2,4.305810069E-2
5.694544785E0,-8.000000380E-3,-1.600000076E-2,1.000000047E-3,1.791647372E-2
5.699559321E0,-8.000000380E-3,9.999999776E-3,1.000000047E-3,1.284523265E-2
5.704574013E0,1.799999923E-2,9.999999776E-3,4.100000113E-2,4.588027965E-2
5.709588463E0,4.199999943E-2,8.999999613E-3,1.369999945E-1,1.435757585E-1
5.714602999E0,1.000000047E-3,5.000000075E-2,1.099999994E-1,1.208345975E-1
5.719617463E0,-1.099999994E-2,6.400000304E-2,1.230000034E-1,1.390899034E-1
5.724631919E0,2.800000086E-2,2.300000004E-2,4.100000113E-2,5.471745739E-2
5.729646610E0,3.900000080E-2,8.000000380E-3,-6.599999964E-2,7.707788283E-2
5.734661073E0,3.900000080E-2,3.500000015E-2,1.000000047E-3,5.241183142E-2
5.739675600E0,2.500000037E-2,2.199999988E-2,6.899999827E-2,7.661592377E-2
5.744690063E0,1.099999994E-2,2.199999988E-2,1.369999945E-1,1.391905115E-1
5.749704750E0,2.300000004E-2,-4.000000190E-3,1.369999945E-1,1.389748125E-1
5.754719213E0,2.300000004E-2,-4.000000190E-3,5.499999970E-2,5.974947674E-2
5.759733675E0,3.700000048E-2,8.999999613E-3,8.200000226E-2,9.041017863E-2
5.764748201E0,9.999999776E-3,-4.000000190E-3,1.369999945E-1,1.374227001E-1
5.769762665E0,-3.000000026E-3,8.000000380E-3,1.640000045E-1,1.642224147E-1
5.774777355E0,3.700000048E-2,-1.799999923E-2,8.200000226E-2,9.174421169E-2
5.779791800E0,3.700000048E-2,-1.799999923E-2,1.000000047E-3,4.115823135E-2
5.784806336E0,-3.000000026E-3,-3.200000152E-2,2.800000086E-2,4.262628468E-2
5.789820814E0,-1.499999966E-2,-4.199999943E-2,6.899999827E-2,8.215838182E-2
5.794835504E0,-1.499999966E-2,-2.899999917E-2,6.899999827E-2,7.633478698E-2
5.799849968E0,-1.499999966E-2,-2.899999917E-2,4.199999943E-2,5.319774332E-2
5.804864490E0,2.500000037E-2,-4.199999943E-2,1.000000047E-3,4.888762595E-2
5.809878954E0,9.999999776E-3,-3.900000080E-2,4.100000113E-2,5.746303291E-2
5.814893649E0,-4.300000146E-2,1.400000043E-2,1.500000060E-1,1.566684459E-1
5.819908112E0,-4.300000146E-2,1.400000043E-2,1.369999945E-1,1.442705744E-1
5.824922564E0,-1.600000076E-2,-2.600000054E-2,1.400000043E-2,3.358571220E-2
5.829937101E0,8.999999613E-3,-3.700000048E-2,-2.029999942E-1,2.065405472E-1
5.834951554E0,-1.700000092E-2,-5.000000075E-2,-1.620000005E-1,1.703907282E-1
5.839966244E0,-4.000000190E-3,-3.599999845E-2,1.000000047E-3,3.623534035E-2
5.844980708E0,-1.700000092E-2,-3.599999845E-2,5.499999970E-2,6.789697996E-2
5.849995230E0,8.000000380E-3,-8.000000380E-3,-6.599999964E-2,6.696267591E-2
5.855009694E0,8.000000380E-3,-3.599999845E-2,-1.350000054E-1,1.399464231E-1
